date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-04-25,1031365.0,634.0,12580.0,235.0,1283.0,0.0,238.0,14.0,0.0,16.0,1993.0,469.0,32.0,153917.0,951.0,2831.0,897.0,30.0,1085.0,2368.0,24.0,4849.0,19560.0,14.0,41.0,48.0,0.0,354.0,3.0,649.0,11.0,24626.0,0.0,2.0,363.0,212.0,2.0,8.0,461.0,19353.0,50.0,33.0,3.0,24.0,5569.0,1271.0,2172.0,0.0,94.0,0.0,233.0,530.0,706.0,698.0,3.0,335.0,2192.0,173.0,3165.0,681.0,5.0,2847.0,5557.0,1962.0,134.0,63.0,19.0,422.0,13.0,67.0,359550.0,232875.0,4.0,10.0,5.0,1442.0,0.0,34.0,15.0,89.0,5.0,224.0,44490.0,620.0,35.0,407.0,1.0,1.0,15.0,40.0,185.0,112.0,356.0,32.0,40.0,26.0,784185.0,193.0,1183.0,188.0,12338.0,4302.0,0.0,25125.0,635.0,9707.0,173.0,5353.0,51293.0,110.0,7090.0,98.0,90.0,1096.0,136.0,0.0,370.0,1272.0,0.0,9.0,194.0,152.0,0.0,87.0,38.0,4.0,502.0,2730.0,65657.0,404.0,49.0,14.0,1822.0,32.0,177.0,193.0,0.0,18.0,1.0,129.0,98.0,9249.0,0.0,1599.0,13.0,18.0,0.0,5.0,1766.0,25.0,86.0,0.0,0.0,22.0,14622.0,0.0,226.0,4.0,504.0,327.0,0.0,451532.0,0.0,656.0,6.0,1374.0,1249.0,903.0,4575.0,0.0,96.0,2537.0,6.0,106.0,11894.0,2993.0,0.0,5115.0,8674.0,296.0,3683.0,73.0,4805.0,38122.0,42.0,0.0,0.0,5.0,2.0,13.0,1.0,9.0,0.0,196.0,4.0,6095.0,115.0,4370.0,1.0,26.0,4803.0,34.0,676.0,315.0,0.0,128.0,1449.0,52537.0,424.0,4.0,51835.0,88.0,56.0,0.0,7444.0,5632.0,22.0,0.0,128.0,596.0,18.0,43.0,0.0,0.0,14.0,313.0,58395.0,0.0,6.0,0.0,7.0,4158.0,4797.0,63599.0,415322.0,13.0,178325.0,122.0,0.0,0.0,1.0,60.0,28.0,0.0,1.0,18.0,17.0
2020-04-26,1047274.0,809.0,16732.0,262.0,1431.0,0.0,116.0,6.0,0.0,3.0,2474.0,733.0,8.0,171412.0,414.0,1339.0,601.0,30.0,1549.0,4795.0,10.0,7364.0,14626.0,8.0,25.0,51.0,2.0,532.0,2.0,551.0,9.0,33357.0,3.0,2.0,625.0,148.0,10.0,0.0,799.0,21744.0,83.0,25.0,10.0,28.0,5931.0,856.0,2408.0,0.0,130.0,0.0,129.0,522.0,482.0,717.0,0.0,194.0,1455.0,208.0,2449.0,821.0,0.0,3306.0,15462.0,2380.0,156.0,264.0,5.0,308.0,42.0,53.0,336164.0,180938.0,3.0,8.0,2.0,1326.0,0.0,23.0,6.0,127.0,1.0,233.0,29696.0,713.0,23.0,421.0,0.0,2.0,6.0,4.0,293.0,36.0,844.0,13.0,36.0,41.0,732799.0,199.0,1090.0,69.0,18140.0,4641.0,0.0,19299.0,445.0,10095.0,104.0,4326.0,43080.0,223.0,6434.0,66.0,52.0,1704.0,152.0,0.0,448.0,1738.0,0.0,3.0,161.0,85.0,0.0,73.0,36.0,2.0,365.0,3499.0,75128.0,187.0,18.0,21.0,1212.0,168.0,265.0,64.0,0.0,15.0,0.0,12.0,163.0,15222.0,0.0,1744.0,3.0,22.0,0.0,2.0,2352.0,50.0,108.0,0.0,0.0,39.0,11220.0,0.0,72.0,4.0,155.0,864.0,0.0,446171.0,0.0,540.0,3.0,1038.0,507.0,1359.0,7245.0,0.0,74.0,2364.0,6.0,90.0,15751.0,2866.0,0.0,4918.0,7422.0,247.0,6630.0,23.0,4645.0,65179.0,63.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,157.0,4.0,12266.0,230.0,4399.0,0.0,76.0,10394.0,23.0,637.0,190.0,0.0,369.0,2333.0,76288.0,216.0,2.0,35824.0,261.0,194.0,0.0,8119.0,3162.0,17.0,0.0,268.0,371.0,22.0,20.0,0.0,0.0,6.0,254.0,55606.0,0.0,3.0,0.0,3.0,5484.0,6077.0,64475.0,401315.0,4.0,235503.0,69.0,0.0,0.0,1.0,147.0,12.0,0.0,0.0,44.0,16.0
2020-04-27,1047274.0,809.0,16732.0,262.0,1431.0,0.0,116.0,6.0,0.0,3.0,2474.0,733.0,8.0,171412.0,414.0,1339.0,601.0,30.0,1549.0,4795.0,10.0,7364.0,14626.0,8.0,25.0,51.0,2.0,532.0,2.0,551.0,9.0,33357.0,3.0,2.0,625.0,148.0,10.0,0.0,799.0,21744.0,83.0,25.0,10.0,28.0,5931.0,856.0,2408.0,0.0,130.0,0.0,129.0,522.0,482.0,717.0,0.0,194.0,1455.0,208.0,2449.0,821.0,0.0,3306.0,15462.0,2380.0,156.0,264.0,5.0,308.0,42.0,53.0,336164.0,180938.0,3.0,8.0,2.0,1326.0,0.0,23.0,6.0,127.0,1.0,233.0,29696.0,713.0,23.0,421.0,0.0,2.0,6.0,4.0,293.0,36.0,844.0,13.0,36.0,41.0,732799.0,199.0,1090.0,69.0,18140.0,4641.0,0.0,19299.0,445.0,10095.0,104.0,4326.0,43080.0,223.0,6434.0,66.0,52.0,1704.0,152.0,0.0,448.0,1738.0,0.0,3.0,161.0,85.0,0.0,73.0,36.0,2.0,365.0,3499.0,75128.0,187.0,18.0,21.0,1212.0,168.0,265.0,64.0,0.0,15.0,0.0,12.0,163.0,15222.0,0.0,1744.0,3.0,22.0,0.0,2.0,2352.0,50.0,108.0,0.0,0.0,39.0,11220.0,0.0,72.0,4.0,155.0,864.0,0.0,446171.0,0.0,540.0,3.0,1038.0,507.0,1359.0,7245.0,0.0,74.0,2364.0,6.0,90.0,15751.0,2866.0,0.0,4918.0,7422.0,247.0,6630.0,23.0,4645.0,65179.0,63.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,157.0,4.0,12266.0,230.0,4399.0,0.0,76.0,10394.0,23.0,637.0,190.0,0.0,369.0,2333.0,76288.0,216.0,2.0,35824.0,261.0,194.0,0.0,8119.0,3162.0,17.0,0.0,268.0,371.0,22.0,20.0,0.0,0.0,6.0,254.0,55606.0,0.0,3.0,0.0,3.0,5484.0,6077.0,64475.0,401315.0,4.0,235503.0,69.0,0.0,0.0,1.0,147.0,12.0,0.0,0.0,44.0,16.0
2020-04-28,1047274.0,809.0,16732.0,262.0,1431.0,0.0,116.0,6.0,0.0,3.0,2474.0,733.0,8.0,171412.0,414.0,1339.0,601.0,30.0,1549.0,4795.0,10.0,7364.0,14626.0,8.0,25.0,51.0,2.0,532.0,2.0,551.0,9.0,33357.0,3.0,2.0,625.0,148.0,10.0,0.0,799.0,21744.0,83.0,25.0,10.0,28.0,5931.0,856.0,2408.0,0.0,130.0,0.0,129.0,522.0,482.0,717.0,0.0,194.0,1455.0,208.0,2449.0,821.0,0.0,3306.0,15462.0,2380.0,156.0,264.0,5.0,308.0,42.0,53.0,336164.0,180938.0,3.0,8.0,2.0,1326.0,0.0,23.0,6.0,127.0,1.0,233.0,29696.0,713.0,23.0,421.0,0.0,2.0,6.0,4.0,293.0,36.0,844.0,13.0,36.0,41.0,732799.0,199.0,1090.0,69.0,18140.0,4641.0,0.0,19299.0,445.0,10095.0,104.0,4326.0,43080.0,223.0,6434.0,66.0,52.0,1704.0,152.0,0.0,448.0,1738.0,0.0,3.0,161.0,85.0,0.0,73.0,36.0,2.0,365.0,3499.0,75128.0,187.0,18.0,21.0,1212.0,168.0,265.0,64.0,0.0,15.0,0.0,12.0,163.0,15222.0,0.0,1744.0,3.0,22.0,0.0,2.0,2352.0,50.0,108.0,0.0,0.0,39.0,11220.0,0.0,72.0,4.0,155.0,864.0,0.0,446171.0,0.0,540.0,3.0,1038.0,507.0,1359.0,7245.0,0.0,74.0,2364.0,6.0,90.0,15751.0,2866.0,0.0,4918.0,7422.0,247.0,6630.0,23.0,4645.0,65179.0,63.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,157.0,4.0,12266.0,230.0,4399.0,0.0,76.0,10394.0,23.0,637.0,190.0,0.0,369.0,2333.0,76288.0,216.0,2.0,35824.0,261.0,194.0,0.0,8119.0,3162.0,17.0,0.0,268.0,371.0,22.0,20.0,0.0,0.0,6.0,254.0,55606.0,0.0,3.0,0.0,3.0,5484.0,6077.0,64475.0,401315.0,4.0,235503.0,69.0,0.0,0.0,1.0,147.0,12.0,0.0,0.0,44.0,16.0
2020-04-29,1047274.0,809.0,16732.0,262.0,1431.0,0.0,116.0,6.0,0.0,3.0,2474.0,733.0,8.0,171412.0,414.0,1339.0,601.0,30.0,1549.0,4795.0,10.0,7364.0,14626.0,8.0,25.0,51.0,2.0,532.0,2.0,551.0,9.0,33357.0,3.0,2.0,625.0,148.0,10.0,0.0,799.0,21744.0,83.0,25.0,10.0,28.0,5931.0,856.0,2408.0,0.0,130.0,0.0,129.0,522.0,482.0,717.0,0.0,194.0,1455.0,208.0,2449.0,821.0,0.0,3306.0,15462.0,2380.0,156.0,264.0,5.0,308.0,42.0,53.0,336164.0,180938.0,3.0,8.0,2.0,1326.0,0.0,23.0,6.0,127.0,1.0,233.0,29696.0,713.0,23.0,421.0,0.0,2.0,6.0,4.0,293.0,36.0,844.0,13.0,36.0,41.0,732799.0,199.0,1090.0,69.0,18140.0,4641.0,0.0,19299.0,445.0,10095.0,104.0,4326.0,43080.0,223.0,6434.0,66.0,52.0,1704.0,152.0,0.0,448.0,1738.0,0.0,3.0,161.0,85.0,0.0,73.0,36.0,2.0,365.0,3499.0,75128.0,187.0,18.0,21.0,1212.0,168.0,265.0,64.0,0.0,15.0,0.0,12.0,163.0,15222.0,0.0,1744.0,3.0,22.0,0.0,2.0,2352.0,50.0,108.0,0.0,0.0,39.0,11220.0,0.0,72.0,4.0,155.0,864.0,0.0,446171.0,0.0,540.0,3.0,1038.0,507.0,1359.0,7245.0,0.0,74.0,2364.0,6.0,90.0,15751.0,2866.0,0.0,4918.0,7422.0,247.0,6630.0,23.0,4645.0,65179.0,63.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,157.0,4.0,12266.0,230.0,4399.0,0.0,76.0,10394.0,23.0,637.0,190.0,0.0,369.0,2333.0,76288.0,216.0,2.0,35824.0,261.0,194.0,0.0,8119.0,3162.0,17.0,0.0,268.0,371.0,22.0,20.0,0.0,0.0,6.0,254.0,55606.0,0.0,3.0,0.0,3.0,5484.0,6077.0,64475.0,401315.0,4.0,235503.0,69.0,0.0,0.0,1.0,147.0,12.0,0.0,0.0,44.0,16.0
2020-04-30,1047274.0,809.0,16732.0,262.0,1431.0,0.0,116.0,6.0,0.0,3.0,2474.0,733.0,8.0,171412.0,414.0,1339.0,601.0,30.0,1549.0,4795.0,10.0,7364.0,14626.0,8.0,25.0,51.0,2.0,532.0,2.0,551.0,9.0,33357.0,3.0,2.0,625.0,148.0,10.0,0.0,799.0,21744.0,83.0,25.0,10.0,28.0,5931.0,856.0,2408.0,0.0,130.0,0.0,129.0,522.0,482.0,717.0,0.0,194.0,1455.0,208.0,2449.0,821.0,0.0,3306.0,15462.0,2380.0,156.0,264.0,5.0,308.0,42.0,53.0,336164.0,180938.0,3.0,8.0,2.0,1326.0,0.0,23.0,6.0,127.0,1.0,233.0,29696.0,713.0,23.0,421.0,0.0,2.0,6.0,4.0,293.0,36.0,844.0,13.0,36.0,41.0,732799.0,199.0,1090.0,69.0,18140.0,4641.0,0.0,19299.0,445.0,10095.0,104.0,4326.0,43080.0,223.0,6434.0,66.0,52.0,1704.0,152.0,0.0,448.0,1738.0,0.0,3.0,161.0,85.0,0.0,73.0,36.0,2.0,365.0,3499.0,75128.0,187.0,18.0,21.0,1212.0,168.0,265.0,64.0,0.0,15.0,0.0,12.0,163.0,15222.0,0.0,1744.0,3.0,22.0,0.0,2.0,2352.0,50.0,108.0,0.0,0.0,39.0,11220.0,0.0,72.0,4.0,155.0,864.0,0.0,446171.0,0.0,540.0,3.0,1038.0,507.0,1359.0,7245.0,0.0,74.0,2364.0,6.0,90.0,15751.0,2866.0,0.0,4918.0,7422.0,247.0,6630.0,23.0,4645.0,65179.0,63.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,157.0,4.0,12266.0,230.0,4399.0,0.0,76.0,10394.0,23.0,637.0,190.0,0.0,369.0,2333.0,76288.0,216.0,2.0,35824.0,261.0,194.0,0.0,8119.0,3162.0,17.0,0.0,268.0,371.0,22.0,20.0,0.0,0.0,6.0,254.0,55606.0,0.0,3.0,0.0,3.0,5484.0,6077.0,64475.0,401315.0,4.0,235503.0,69.0,0.0,0.0,1.0,147.0,12.0,0.0,0.0,44.0,16.0
2020-05-01,1047274.0,809.0,16732.0,262.0,1431.0,0.0,116.0,6.0,0.0,3.0,2474.0,733.0,8.0,171412.0,414.0,1339.0,601.0,30.0,1549.0,4795.0,10.0,7364.0,14626.0,8.0,25.0,51.0,2.0,532.0,2.0,551.0,9.0,33357.0,3.0,2.0,625.0,148.0,10.0,0.0,799.0,21744.0,83.0,25.0,10.0,28.0,5931.0,856.0,2408.0,0.0,130.0,0.0,129.0,522.0,482.0,717.0,0.0,194.0,1455.0,208.0,2449.0,821.0,0.0,3306.0,15462.0,2380.0,156.0,264.0,5.0,308.0,42.0,53.0,336164.0,180938.0,3.0,8.0,2.0,1326.0,0.0,23.0,6.0,127.0,1.0,233.0,29696.0,713.0,23.0,421.0,0.0,2.0,6.0,4.0,293.0,36.0,844.0,13.0,36.0,41.0,732799.0,199.0,1090.0,69.0,18140.0,4641.0,0.0,19299.0,445.0,10095.0,104.0,4326.0,43080.0,223.0,6434.0,66.0,52.0,1704.0,152.0,0.0,448.0,1738.0,0.0,3.0,161.0,85.0,0.0,73.0,36.0,2.0,365.0,3499.0,75128.0,187.0,18.0,21.0,1212.0,168.0,265.0,64.0,0.0,15.0,0.0,12.0,163.0,15222.0,0.0,1744.0,3.0,22.0,0.0,2.0,2352.0,50.0,108.0,0.0,0.0,39.0,11220.0,0.0,72.0,4.0,155.0,864.0,0.0,446171.0,0.0,540.0,3.0,1038.0,507.0,1359.0,7245.0,0.0,74.0,2364.0,6.0,90.0,15751.0,2866.0,0.0,4918.0,7422.0,247.0,6630.0,23.0,4645.0,65179.0,63.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,157.0,4.0,12266.0,230.0,4399.0,0.0,76.0,10394.0,23.0,637.0,190.0,0.0,369.0,2333.0,76288.0,216.0,2.0,35824.0,261.0,194.0,0.0,8119.0,3162.0,17.0,0.0,268.0,371.0,22.0,20.0,0.0,0.0,6.0,254.0,55606.0,0.0,3.0,0.0,3.0,5484.0,6077.0,64475.0,401315.0,4.0,235503.0,69.0,0.0,0.0,1.0,147.0,12.0,0.0,0.0,44.0,16.0
2020-05-02,1047274.0,809.0,16732.0,262.0,1431.0,0.0,116.0,6.0,0.0,3.0,2474.0,733.0,8.0,171412.0,414.0,1339.0,601.0,30.0,1549.0,4795.0,10.0,7364.0,14626.0,8.0,25.0,51.0,2.0,532.0,2.0,551.0,9.0,33357.0,3.0,2.0,625.0,148.0,10.0,0.0,799.0,21744.0,83.0,25.0,10.0,28.0,5931.0,856.0,2408.0,0.0,130.0,0.0,129.0,522.0,482.0,717.0,0.0,194.0,1455.0,208.0,2449.0,821.0,0.0,3306.0,15462.0,2380.0,156.0,264.0,5.0,308.0,42.0,53.0,336164.0,180938.0,3.0,8.0,2.0,1326.0,0.0,23.0,6.0,127.0,1.0,233.0,29696.0,713.0,23.0,421.0,0.0,2.0,6.0,4.0,293.0,36.0,844.0,13.0,36.0,41.0,732799.0,199.0,1090.0,69.0,18140.0,4641.0,0.0,19299.0,445.0,10095.0,104.0,4326.0,43080.0,223.0,6434.0,66.0,52.0,1704.0,152.0,0.0,448.0,1738.0,0.0,3.0,161.0,85.0,0.0,73.0,36.0,2.0,365.0,3499.0,75128.0,187.0,18.0,21.0,1212.0,168.0,265.0,64.0,0.0,15.0,0.0,12.0,163.0,15222.0,0.0,1744.0,3.0,22.0,0.0,2.0,2352.0,50.0,108.0,0.0,0.0,39.0,11220.0,0.0,72.0,4.0,155.0,864.0,0.0,446171.0,0.0,540.0,3.0,1038.0,507.0,1359.0,7245.0,0.0,74.0,2364.0,6.0,90.0,15751.0,2866.0,0.0,4918.0,7422.0,247.0,6630.0,23.0,4645.0,65179.0,63.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,0.0,157.0,4.0,12266.0,230.0,4399.0,0.0,76.0,10394.0,23.0,637.0,190.0,0.0,369.0,2333.0,76288.0,216.0,2.0,35824.0,261.0,194.0,0.0,8119.0,3162.0,17.0,0.0,268.0,371.0,22.0,20.0,0.0,0.0,6.0,254.0,55606.0,0.0,3.0,0.0,3.0,5484.0,6077.0,64475.0,401315.0,4.0,235503.0,69.0,0.0,0.0,1.0,147.0,12.0,0.0,0.0,44.0,16.0
2020-05-03,1085906.0,1263.0,22174.0,243.0,1761.0,0.0,43.0,11.0,0.0,1.0,2687.0,1095.0,4.0,174287.0,197.0,816.0,514.0,28.0,1511.0,6999.0,6.0,10539.0,9537.0,0.0,36.0,31.0,2.0,736.0,1.0,571.0,8.0,57907.0,3.0,1.0,724.0,76.0,14.0,0.0,1061.0,23178.0,97.0,13.0,67.0,84.0,8705.0,192.0,3567.0,3.0,86.0,0.0,76.0,494.0,256.0,625.0,2.0,103.0,1113.0,347.0,2165.0,380.0,0.0,3243.0,18442.0,3161.0,256.0,426.0,0.0,165.0,86.0,28.0,313861.0,130750.0,2.0,2.0,1.0,1071.0,0.0,32.0,3.0,226.0,8.0,195.0,19793.0,1335.0,11.0,407.0,0.0,7.0,7.0,11.0,409.0,13.0,1109.0,210.0,19.0,41.0,695704.0,442.0,1082.0,23.0,24268.0,4617.0,0.0,15580.0,706.0,6853.0,28.0,2527.0,33403.0,269.0,4478.0,30.0,27.0,2250.0,173.0,0.0,313.0,2868.0,0.0,0.0,152.0,61.0,0.0,73.0,14.0,1.0,209.0,5250.0,87004.0,123.0,29.0,21.0,871.0,476.0,328.0,50.0,0.0,17.0,1.0,7.0,351.0,20835.0,0.0,1701.0,2.0,7.0,2.0,0.0,2044.0,45.0,44.0,0.0,0.0,44.0,7044.0,0.0,38.0,5.0,88.0,1847.0,0.0,455854.0,0.0,290.0,0.0,724.0,251.0,1303.0,10674.0,0.0,40.0,2510.0,1.0,131.0,26970.0,2841.0,0.0,4633.0,5552.0,201.0,9864.0,13.0,4314.0,91834.0,111.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,125.0,19.0,17185.0,776.0,3368.0,0.0,125.0,11556.0,19.0,247.0,103.0,0.0,536.0,3302.0,119479.0,132.0,42.0,22673.0,451.0,526.0,0.0,8162.0,1931.0,6.0,76.0,332.0,204.0,5.0,39.0,0.0,0.0,2.0,143.0,42046.0,0.0,1.0,0.0,4.0,5957.0,7297.0,65357.0,403601.0,13.0,297479.0,140.0,0.0,0.0,3.0,141.0,2.0,0.0,9.0,62.0,9.0
2020-05-04,1085906.0,1263.0,22174.0,243.0,1761.0,0.0,43.0,11.0,0.0,1.0,2687.0,1095.0,4.0,174287.0,197.0,816.0,514.0,28.0,1511.0,6999.0,6.0,10539.0,9537.0,0.0,36.0,31.0,2.0,736.0,1.0,571.0,8.0,57907.0,3.0,1.0,724.0,76.0,14.0,0.0,1061.0,23178.0,97.0,13.0,67.0,84.0,8705.0,192.0,3567.0,3.0,86.0,0.0,76.0,494.0,256.0,625.0,2.0,103.0,1113.0,347.0,2165.0,380.0,0.0,3243.0,18442.0,3161.0,256.0,426.0,0.0,165.0,86.0,28.0,313861.0,130750.0,2.0,2.0,1.0,1071.0,0.0,32.0,3.0,226.0,8.0,195.0,19793.0,1335.0,11.0,407.0,0.0,7.0,7.0,11.0,409.0,13.0,1109.0,210.0,19.0,41.0,695704.0,442.0,1082.0,23.0,24268.0,4617.0,0.0,15580.0,706.0,6853.0,28.0,2527.0,33403.0,269.0,4478.0,30.0,27.0,2250.0,173.0,0.0,313.0,2868.0,0.0,0.0,152.0,61.0,0.0,73.0,14.0,1.0,209.0,5250.0,87004.0,123.0,29.0,21.0,871.0,476.0,328.0,50.0,0.0,17.0,1.0,7.0,351.0,20835.0,0.0,1701.0,2.0,7.0,2.0,0.0,2044.0,45.0,44.0,0.0,0.0,44.0,7044.0,0.0,38.0,5.0,88.0,1847.0,0.0,455854.0,0.0,290.0,0.0,724.0,251.0,1303.0,10674.0,0.0,40.0,2510.0,1.0,131.0,26970.0,2841.0,0.0,4633.0,5552.0,201.0,9864.0,13.0,4314.0,91834.0,111.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,125.0,19.0,17185.0,776.0,3368.0,0.0,125.0,11556.0,19.0,247.0,103.0,0.0,536.0,3302.0,119479.0,132.0,42.0,22673.0,451.0,526.0,0.0,8162.0,1931.0,6.0,76.0,332.0,204.0,5.0,39.0,0.0,0.0,2.0,143.0,42046.0,0.0,1.0,0.0,4.0,5957.0,7297.0,65357.0,403601.0,13.0,297479.0,140.0,0.0,0.0,3.0,141.0,2.0,0.0,9.0,62.0,9.0
2020-05-05,1085906.0,1263.0,22174.0,243.0,1761.0,0.0,43.0,11.0,0.0,1.0,2687.0,1095.0,4.0,174287.0,197.0,816.0,514.0,28.0,1511.0,6999.0,6.0,10539.0,9537.0,0.0,36.0,31.0,2.0,736.0,1.0,571.0,8.0,57907.0,3.0,1.0,724.0,76.0,14.0,0.0,1061.0,23178.0,97.0,13.0,67.0,84.0,8705.0,192.0,3567.0,3.0,86.0,0.0,76.0,494.0,256.0,625.0,2.0,103.0,1113.0,347.0,2165.0,380.0,0.0,3243.0,18442.0,3161.0,256.0,426.0,0.0,165.0,86.0,28.0,313861.0,130750.0,2.0,2.0,1.0,1071.0,0.0,32.0,3.0,226.0,8.0,195.0,19793.0,1335.0,11.0,407.0,0.0,7.0,7.0,11.0,409.0,13.0,1109.0,210.0,19.0,41.0,695704.0,442.0,1082.0,23.0,24268.0,4617.0,0.0,15580.0,706.0,6853.0,28.0,2527.0,33403.0,269.0,4478.0,30.0,27.0,2250.0,173.0,0.0,313.0,2868.0,0.0,0.0,152.0,61.0,0.0,73.0,14.0,1.0,209.0,5250.0,87004.0,123.0,29.0,21.0,871.0,476.0,328.0,50.0,0.0,17.0,1.0,7.0,351.0,20835.0,0.0,1701.0,2.0,7.0,2.0,0.0,2044.0,45.0,44.0,0.0,0.0,44.0,7044.0,0.0,38.0,5.0,88.0,1847.0,0.0,455854.0,0.0,290.0,0.0,724.0,251.0,1303.0,10674.0,0.0,40.0,2510.0,1.0,131.0,26970.0,2841.0,0.0,4633.0,5552.0,201.0,9864.0,13.0,4314.0,91834.0,111.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,125.0,19.0,17185.0,776.0,3368.0,0.0,125.0,11556.0,19.0,247.0,103.0,0.0,536.0,3302.0,119479.0,132.0,42.0,22673.0,451.0,526.0,0.0,8162.0,1931.0,6.0,76.0,332.0,204.0,5.0,39.0,0.0,0.0,2.0,143.0,42046.0,0.0,1.0,0.0,4.0,5957.0,7297.0,65357.0,403601.0,13.0,297479.0,140.0,0.0,0.0,3.0,141.0,2.0,0.0,9.0,62.0,9.0
